tensor(0.0334, device='cuda:0', dtype=torch.float64) -0.17364502
tensor(0.0239, device='cuda:0', dtype=torch.float64) -0.12943554
tensor(0.0316, device='cuda:0', dtype=torch.float64) -0.23657227
tensor(0.1010, device='cuda:0', dtype=torch.float64) -0.31861115
tensor(0.0156, device='cuda:0', dtype=torch.float64) -0.19231415
tensor(0.0062, device='cuda:0', dtype=torch.float64) -0.10203552
tensor(0.0140, device='cuda:0', dtype=torch.float64) -0.031520844
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.097969055
tensor(0.0058, device='cuda:0', dtype=torch.float64) -0.4998703
tensor(0.0298, device='cuda:0', dtype=torch.float64) -0.14361382
tensor(0.0189, device='cuda:0', dtype=torch.float64) -0.15412903
tensor(0.0299, device='cuda:0', dtype=torch.float64) -0.12464714
tensor(0.3587, device='cuda:0', dtype=torch.float64) -0.09946823
tensor(0.0032, device='cuda:0', dtype=torch.float64) -0.14261246
tensor(0.1759, device='cuda:0', dtype=torch.float64) 0.012496948
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.14519882
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.055520296
tensor(0.0723, device='cuda:0', dtype=torch.float64) -0.103401184
tensor(0.0779, device='cuda:0', dtype=torch.float64) -0.5003357
tensor(0.1659, device='cuda:0', dtype=torch.float64) -0.14987564
tensor(0., device='cuda:0', dtype=torch.float64) -0.32175446
tensor(0.1628, device='cuda:0', dtype=torch.float64) -0.24452591
tensor(0.1599, device='cuda:0', dtype=torch.float64) -0.26129532
tensor(0.1730, device='cuda:0', dtype=torch.float64) -0.29769135
tensor(0.0914, device='cuda:0', dtype=torch.float64) -0.14632416
tensor(0.0243, device='cuda:0', dtype=torch.float64) -0.20828629
tensor(0., device='cuda:0', dtype=torch.float64) -0.18575668
tensor(0.0331, device='cuda:0', dtype=torch.float64) -0.39213562
tensor(0.0426, device='cuda:0', dtype=torch.float64) -0.5001602
tensor(0.0116, device='cuda:0', dtype=torch.float64) -0.10932732
tensor(0.0002, device='cuda:0', dtype=torch.float64) -0.10679054
tensor(0.0458, device='cuda:0', dtype=torch.float64) -0.20812607
tensor(0.0508, device='cuda:0', dtype=torch.float64) -0.293602
tensor(0.0403, device='cuda:0', dtype=torch.float64) -0.12768936
tensor(0.0030, device='cuda:0', dtype=torch.float64) -0.06078434
tensor(0.0320, device='cuda:0', dtype=torch.float64) -0.170681
tensor(0.0181, device='cuda:0', dtype=torch.float64) -0.126297
tensor(0.0675, device='cuda:0', dtype=torch.float64) -0.16490173
tensor(0.0879, device='cuda:0', dtype=torch.float64) -0.087340355
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.039032936
tensor(0.0015, device='cuda:0', dtype=torch.float64) -0.5030365
tensor(0., device='cuda:0', dtype=torch.float64) -0.36637115
tensor(2.8862e-05, device='cuda:0', dtype=torch.float64) -0.47088623
tensor(0.0241, device='cuda:0', dtype=torch.float64) -0.20896149
tensor(0.0973, device='cuda:0', dtype=torch.float64) -0.054359436
tensor(0.0069, device='cuda:0', dtype=torch.float64) -0.022379398
tensor(0.2447, device='cuda:0', dtype=torch.float64) 0.10223198
tensor(0., device='cuda:0', dtype=torch.float64) 0.054777145
tensor(0.2218, device='cuda:0', dtype=torch.float64) -0.1778717
tensor(0.0059, device='cuda:0', dtype=torch.float64) -0.17163086
tensor(0.0062, device='cuda:0', dtype=torch.float64) -1.4146729
tensor(0.0328, device='cuda:0', dtype=torch.float64) -0.14644623
tensor(0.0141, device='cuda:0', dtype=torch.float64) -0.32263947
tensor(0.0103, device='cuda:0', dtype=torch.float64) -0.20734024
tensor(0.0362, device='cuda:0', dtype=torch.float64) -0.053985596
tensor(0.2038, device='cuda:0', dtype=torch.float64) -0.12057114
tensor(0.0464, device='cuda:0', dtype=torch.float64) -0.2164917
tensor(0.0193, device='cuda:0', dtype=torch.float64) -0.27900696
tensor(0.0850, device='cuda:0', dtype=torch.float64) -0.102703094
tensor(0.0329, device='cuda:0', dtype=torch.float64) -0.17105103
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.1406517
tensor(0.0208, device='cuda:0', dtype=torch.float64) -0.48358154
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.10376549
tensor(0.0733, device='cuda:0', dtype=torch.float64) -0.037349343
tensor(0.0037, device='cuda:0', dtype=torch.float64) -0.032868385
tensor(0.0098, device='cuda:0', dtype=torch.float64) -0.09477615
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.030461073
tensor(0.0220, device='cuda:0', dtype=torch.float64) 0.006401062
tensor(0.0330, device='cuda:0', dtype=torch.float64) -0.019859314
tensor(0.0331, device='cuda:0', dtype=torch.float64) -0.01454258
tensor(0., device='cuda:0', dtype=torch.float64) -0.25920105
tensor(0.1519, device='cuda:0', dtype=torch.float64) -0.18535233
tensor(0.0883, device='cuda:0', dtype=torch.float64) -0.061458588
tensor(0.2811, device='cuda:0', dtype=torch.float64) 0.03907776
tensor(0.0423, device='cuda:0', dtype=torch.float64) -0.079107285
tensor(0.0470, device='cuda:0', dtype=torch.float64) -0.012280464
tensor(0.1285, device='cuda:0', dtype=torch.float64) -0.08436394
tensor(0.1237, device='cuda:0', dtype=torch.float64) -0.0233078
tensor(0.1491, device='cuda:0', dtype=torch.float64) -0.049642563
tensor(0.0308, device='cuda:0', dtype=torch.float64) -0.0008621216
tensor(0.0169, device='cuda:0', dtype=torch.float64) -0.094005585
tensor(0.0097, device='cuda:0', dtype=torch.float64) 0.02397728
tensor(0.1021, device='cuda:0', dtype=torch.float64) -0.13795853
tensor(0.1179, device='cuda:0', dtype=torch.float64) -0.13560104
tensor(0.0232, device='cuda:0', dtype=torch.float64) -0.18416595
tensor(0.0099, device='cuda:0', dtype=torch.float64) -0.17125702
tensor(0.0123, device='cuda:0', dtype=torch.float64) 0.03155136
tensor(0.0040, device='cuda:0', dtype=torch.float64) 0.020760536
tensor(0.0104, device='cuda:0', dtype=torch.float64) -0.22703552
tensor(0.0071, device='cuda:0', dtype=torch.float64) -0.16489601
tensor(0.0262, device='cuda:0', dtype=torch.float64) -0.30916595
tensor(0.0920, device='cuda:0', dtype=torch.float64) -0.35173798
tensor(0.0411, device='cuda:0', dtype=torch.float64) -0.1714859
tensor(0.0234, device='cuda:0', dtype=torch.float64) -0.3187256
tensor(0.0100, device='cuda:0', dtype=torch.float64) -0.13915062
tensor(9.6207e-05, device='cuda:0', dtype=torch.float64) -0.42022705
tensor(5.7724e-05, device='cuda:0', dtype=torch.float64) -0.70040894
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.14055824
tensor(0.0132, device='cuda:0', dtype=torch.float64) -0.3008728
tensor(0.0301, device='cuda:0', dtype=torch.float64) -0.3770218
tensor(0., device='cuda:0', dtype=torch.float64) -0.72006226
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.5733795
tensor(0.0991, device='cuda:0', dtype=torch.float64) -0.75161743
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.1901989
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.024050117
tensor(0.0550, device='cuda:0', dtype=torch.float64) 0.030548573
tensor(0.0330, device='cuda:0', dtype=torch.float64) 0.007092476
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.040470123
tensor(0.0855, device='cuda:0', dtype=torch.float64) -0.031572342
tensor(0.0014, device='cuda:0', dtype=torch.float64) -0.26890564
tensor(0.4647, device='cuda:0', dtype=torch.float64) -0.12536621
tensor(0.4501, device='cuda:0', dtype=torch.float64) -0.06018257
tensor(0.4572, device='cuda:0', dtype=torch.float64) -0.043157578
tensor(0.1038, device='cuda:0', dtype=torch.float64) -0.2796173
tensor(0.0326, device='cuda:0', dtype=torch.float64) -0.36424255
tensor(0.0768, device='cuda:0', dtype=torch.float64) -0.29799652
tensor(0.0549, device='cuda:0', dtype=torch.float64) -0.23439789
tensor(0.0220, device='cuda:0', dtype=torch.float64) -0.42149353
tensor(0.0117, device='cuda:0', dtype=torch.float64) -0.09906387
tensor(0.0192, device='cuda:0', dtype=torch.float64) -0.08412933
tensor(0.0701, device='cuda:0', dtype=torch.float64) -0.14668655
tensor(0.0105, device='cuda:0', dtype=torch.float64) -0.06916809
tensor(0.0169, device='cuda:0', dtype=torch.float64) -0.13379097
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.07350874
tensor(0.0504, device='cuda:0', dtype=torch.float64) -0.2670822
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.29481506
tensor(0.0005, device='cuda:0', dtype=torch.float64) -0.073446274
tensor(0.0257, device='cuda:0', dtype=torch.float64) -0.062122345
tensor(0.0370, device='cuda:0', dtype=torch.float64) -0.28890228
tensor(0.0172, device='cuda:0', dtype=torch.float64) -0.41386414
tensor(0.0136, device='cuda:0', dtype=torch.float64) -0.49073792
tensor(0.0237, device='cuda:0', dtype=torch.float64) -0.3794937
tensor(0., device='cuda:0', dtype=torch.float64) -0.21186829
tensor(0.0021, device='cuda:0', dtype=torch.float64) -0.41010284
tensor(0.0400, device='cuda:0', dtype=torch.float64) -0.19598389
tensor(0.0057, device='cuda:0', dtype=torch.float64) -0.44725037
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.39990234
tensor(0.0092, device='cuda:0', dtype=torch.float64) -0.40447235
tensor(0.0100, device='cuda:0', dtype=torch.float64) -0.5596161
tensor(0.0109, device='cuda:0', dtype=torch.float64) -0.28466415
tensor(0.0200, device='cuda:0', dtype=torch.float64) -0.35658264
tensor(0.0419, device='cuda:0', dtype=torch.float64) -0.43814087
tensor(0.2850, device='cuda:0', dtype=torch.float64) -0.083854675
tensor(0.2458, device='cuda:0', dtype=torch.float64) -0.100746155
tensor(1.9241e-05, device='cuda:0', dtype=torch.float64) -0.08950138
tensor(0.0205, device='cuda:0', dtype=torch.float64) -0.13559723
tensor(0.0099, device='cuda:0', dtype=torch.float64) -0.32686615
tensor(0.0079, device='cuda:0', dtype=torch.float64) -0.18448639
tensor(0.0422, device='cuda:0', dtype=torch.float64) -0.16152954
tensor(0.2230, device='cuda:0', dtype=torch.float64) -0.18196869
tensor(0.2387, device='cuda:0', dtype=torch.float64) 0.055143356
tensor(0.3205, device='cuda:0', dtype=torch.float64) -0.09952545
tensor(0.2307, device='cuda:0', dtype=torch.float64) -0.15853882
tensor(0.0672, device='cuda:0', dtype=torch.float64) -0.19459534
tensor(0.1836, device='cuda:0', dtype=torch.float64) -0.21262741
tensor(0.0589, device='cuda:0', dtype=torch.float64) 0.05771923
tensor(0.0112, device='cuda:0', dtype=torch.float64) -0.15753555
tensor(0.0061, device='cuda:0', dtype=torch.float64) -0.16722488
tensor(0.1081, device='cuda:0', dtype=torch.float64) 0.05344057
tensor(0.1140, device='cuda:0', dtype=torch.float64) -0.0035171509
tensor(0.0497, device='cuda:0', dtype=torch.float64) -0.6277771
tensor(0.0631, device='cuda:0', dtype=torch.float64) -0.029464722
tensor(0.1814, device='cuda:0', dtype=torch.float64) 0.0024337769
tensor(0.0118, device='cuda:0', dtype=torch.float64) -0.010955811
tensor(0.0170, device='cuda:0', dtype=torch.float64) -0.08103943
tensor(0.0266, device='cuda:0', dtype=torch.float64) -0.007463455
tensor(0.0686, device='cuda:0', dtype=torch.float64) -0.061538696
tensor(0.4746, device='cuda:0', dtype=torch.float64) -0.15258789
tensor(0.1453, device='cuda:0', dtype=torch.float64) -0.1667099
tensor(0.4248, device='cuda:0', dtype=torch.float64) -0.23868561
tensor(0.1893, device='cuda:0', dtype=torch.float64) -0.25774384
tensor(0.1381, device='cuda:0', dtype=torch.float64) -0.35221863
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.05250168
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.0913353
tensor(0.2829, device='cuda:0', dtype=torch.float64) -0.40132904
tensor(0.4230, device='cuda:0', dtype=torch.float64) -0.53692627
tensor(0.2908, device='cuda:0', dtype=torch.float64) -0.6080322
tensor(0.7681, device='cuda:0', dtype=torch.float64) -0.32361603
tensor(0.0817, device='cuda:0', dtype=torch.float64) -0.34485626
tensor(0.0930, device='cuda:0', dtype=torch.float64) -0.75305176
tensor(0.0028, device='cuda:0', dtype=torch.float64) -0.7070923
tensor(0.0083, device='cuda:0', dtype=torch.float64) -0.29330444
tensor(0.0074, device='cuda:0', dtype=torch.float64) -0.18592834
tensor(0.0671, device='cuda:0', dtype=torch.float64) -0.05330658
tensor(0.0708, device='cuda:0', dtype=torch.float64) 0.00016784668
tensor(0.5748, device='cuda:0', dtype=torch.float64) -0.038661957
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.10449028
tensor(0.0220, device='cuda:0', dtype=torch.float64) -0.086221695
tensor(0.0657, device='cuda:0', dtype=torch.float64) -0.1127758
tensor(0.0123, device='cuda:0', dtype=torch.float64) -0.09916115
tensor(0.0329, device='cuda:0', dtype=torch.float64) -0.26074982
tensor(0., device='cuda:0', dtype=torch.float64) -0.23509979
tensor(0.0798, device='cuda:0', dtype=torch.float64) -0.14251328
tensor(0.0671, device='cuda:0', dtype=torch.float64) -0.101205826
tensor(0.0566, device='cuda:0', dtype=torch.float64) -0.19706726
tensor(0.0393, device='cuda:0', dtype=torch.float64) -2.1702576
tensor(0.0244, device='cuda:0', dtype=torch.float64) 0.000831604
tensor(0.0055, device='cuda:0', dtype=torch.float64) -0.78434753
tensor(0.2484, device='cuda:0', dtype=torch.float64) 0.087184906
tensor(0.1823, device='cuda:0', dtype=torch.float64) -0.06708908
tensor(0.4184, device='cuda:0', dtype=torch.float64) -0.31649017
tensor(0.0286, device='cuda:0', dtype=torch.float64) -0.51594543
tensor(0.0109, device='cuda:0', dtype=torch.float64) -0.15415573
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.14226913
tensor(0.0330, device='cuda:0', dtype=torch.float64) -0.30769348
tensor(0.0638, device='cuda:0', dtype=torch.float64) -0.60406494
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.084397316
tensor(0.0442, device='cuda:0', dtype=torch.float64) -0.5367508
tensor(0.0551, device='cuda:0', dtype=torch.float64) -0.4533844
tensor(0.0659, device='cuda:0', dtype=torch.float64) -0.605072
tensor(0.0607, device='cuda:0', dtype=torch.float64) -0.39198303
tensor(0., device='cuda:0', dtype=torch.float64) -0.70970154
tensor(0.0085, device='cuda:0', dtype=torch.float64) -2.640747
tensor(0.0057, device='cuda:0', dtype=torch.float64) -1.734375
tensor(0.0109, device='cuda:0', dtype=torch.float64) -1.5543518
tensor(0.0145, device='cuda:0', dtype=torch.float64) -0.05861759
tensor(0.0318, device='cuda:0', dtype=torch.float64) -0.10534859
tensor(0.1319, device='cuda:0', dtype=torch.float64) -0.46997833
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.2803955
tensor(0.0537, device='cuda:0', dtype=torch.float64) -0.7726135
tensor(0.0536, device='cuda:0', dtype=torch.float64) -0.72335815
tensor(0.0658, device='cuda:0', dtype=torch.float64) -0.044094086
tensor(0.0708, device='cuda:0', dtype=torch.float64) -0.09164047
tensor(0.0749, device='cuda:0', dtype=torch.float64) -0.21482849
tensor(0.1087, device='cuda:0', dtype=torch.float64) -0.049549103
tensor(0.1046, device='cuda:0', dtype=torch.float64) -0.06763649
tensor(0.1040, device='cuda:0', dtype=torch.float64) -0.22496414
tensor(0.0839, device='cuda:0', dtype=torch.float64) -0.22468185
tensor(0.3489, device='cuda:0', dtype=torch.float64) -0.35949707
tensor(0.1022, device='cuda:0', dtype=torch.float64) -0.15864182
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.12046814
tensor(0.0214, device='cuda:0', dtype=torch.float64) -0.5294342
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.07318783
tensor(0.2909, device='cuda:0', dtype=torch.float64) -0.21229553
tensor(0., device='cuda:0', dtype=torch.float64) -0.5924454
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.47265625
tensor(0., device='cuda:0', dtype=torch.float64) -0.14790344
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.076911926
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.10720825
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.093948364
tensor(0.0325, device='cuda:0', dtype=torch.float64) -0.13489532
tensor(0.0331, device='cuda:0', dtype=torch.float64) -0.078445435
tensor(0.2239, device='cuda:0', dtype=torch.float64) -0.22209167
tensor(0.2279, device='cuda:0', dtype=torch.float64) -0.23106384
tensor(0.2264, device='cuda:0', dtype=torch.float64) -0.3028183
tensor(0.0165, device='cuda:0', dtype=torch.float64) -0.35949707
tensor(0.0798, device='cuda:0', dtype=torch.float64) -0.24721527
tensor(0.0494, device='cuda:0', dtype=torch.float64) -0.20539856
tensor(0.0350, device='cuda:0', dtype=torch.float64) -0.22253036
tensor(0., device='cuda:0', dtype=torch.float64) -0.06374359
tensor(0.3243, device='cuda:0', dtype=torch.float64) -0.15207672
tensor(0.0299, device='cuda:0', dtype=torch.float64) -0.09555817
tensor(0.0156, device='cuda:0', dtype=torch.float64) -0.16998672
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.1239357
tensor(0.0064, device='cuda:0', dtype=torch.float64) -0.099227905
tensor(0., device='cuda:0', dtype=torch.float64) -0.13951111
tensor(0.0124, device='cuda:0', dtype=torch.float64) -0.27881622
tensor(0.0090, device='cuda:0', dtype=torch.float64) -0.19068527
tensor(0.0490, device='cuda:0', dtype=torch.float64) -0.30854034
tensor(0.0526, device='cuda:0', dtype=torch.float64) -0.2794342
tensor(0.0600, device='cuda:0', dtype=torch.float64) -0.25214767
tensor(0.0491, device='cuda:0', dtype=torch.float64) -0.28681946
tensor(0.0524, device='cuda:0', dtype=torch.float64) -0.21049881
tensor(0.0557, device='cuda:0', dtype=torch.float64) -0.12779617
tensor(0., device='cuda:0', dtype=torch.float64) -0.15454102
tensor(0.0057, device='cuda:0', dtype=torch.float64) -0.15797043
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.0854311
tensor(0.0330, device='cuda:0', dtype=torch.float64) -0.19449234
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.1926384
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.39523315
tensor(0.0019, device='cuda:0', dtype=torch.float64) -0.289711
tensor(0.3287, device='cuda:0', dtype=torch.float64) -0.19464111
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.05167389
tensor(0.3143, device='cuda:0', dtype=torch.float64) 0.019010544
tensor(0.2542, device='cuda:0', dtype=torch.float64) 0.03856182
tensor(0.0303, device='cuda:0', dtype=torch.float64) -0.17710876
tensor(0.0699, device='cuda:0', dtype=torch.float64) -0.2305336
tensor(0.0204, device='cuda:0', dtype=torch.float64) -0.31045532
tensor(0.0633, device='cuda:0', dtype=torch.float64) -0.17148781
tensor(0., device='cuda:0', dtype=torch.float64) -0.383873
tensor(0.0033, device='cuda:0', dtype=torch.float64) -0.2987976
tensor(0.0105, device='cuda:0', dtype=torch.float64) -0.43645477
tensor(0.0204, device='cuda:0', dtype=torch.float64) -0.57658386
tensor(0.0507, device='cuda:0', dtype=torch.float64) -0.2069397
tensor(0.0138, device='cuda:0', dtype=torch.float64) -0.27334595
tensor(0.1215, device='cuda:0', dtype=torch.float64) -0.12678528
tensor(0.1281, device='cuda:0', dtype=torch.float64) -0.20462799
tensor(0.0595, device='cuda:0', dtype=torch.float64) -0.2690773
tensor(0.0314, device='cuda:0', dtype=torch.float64) -0.37335968
tensor(0.0145, device='cuda:0', dtype=torch.float64) -0.5172882
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.071700096
tensor(0.0040, device='cuda:0', dtype=torch.float64) -0.3412323
tensor(0.0001, device='cuda:0', dtype=torch.float64) -0.08020973
tensor(0.0136, device='cuda:0', dtype=torch.float64) -0.28720856
tensor(0.0524, device='cuda:0', dtype=torch.float64) -0.3300171
tensor(0.0621, device='cuda:0', dtype=torch.float64) -0.34105682
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.06526184
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.046432614
tensor(5.7724e-05, device='cuda:0', dtype=torch.float64) -0.020578384
tensor(0.0001, device='cuda:0', dtype=torch.float64) 0.12793922
tensor(0.0658, device='cuda:0', dtype=torch.float64) -0.017189026
tensor(0., device='cuda:0', dtype=torch.float64) -0.15086365
tensor(0.0199, device='cuda:0', dtype=torch.float64) -0.09555435
tensor(0.0089, device='cuda:0', dtype=torch.float64) -0.47003937
tensor(0.0266, device='cuda:0', dtype=torch.float64) -0.15089035
tensor(0.2545, device='cuda:0', dtype=torch.float64) -0.18488312
tensor(0., device='cuda:0', dtype=torch.float64) -0.09202576
tensor(0.0176, device='cuda:0', dtype=torch.float64) -0.29476166
tensor(0.0065, device='cuda:0', dtype=torch.float64) -0.3203354
tensor(0.0149, device='cuda:0', dtype=torch.float64) -0.19858551
tensor(0.0358, device='cuda:0', dtype=torch.float64) -0.11767578
tensor(0.0087, device='cuda:0', dtype=torch.float64) -0.22014236
tensor(0.0132, device='cuda:0', dtype=torch.float64) -0.25198364
tensor(0., device='cuda:0', dtype=torch.float64) -0.4680481
tensor(0.1930, device='cuda:0', dtype=torch.float64) -0.35269165
tensor(0.0679, device='cuda:0', dtype=torch.float64) -0.53627014
tensor(0.0637, device='cuda:0', dtype=torch.float64) -0.5629349
tensor(0.2051, device='cuda:0', dtype=torch.float64) -0.39757538
tensor(0.0768, device='cuda:0', dtype=torch.float64) -0.588089
tensor(0.5535, device='cuda:0', dtype=torch.float64) -0.24414062
tensor(0.0061, device='cuda:0', dtype=torch.float64) -0.34204865
tensor(0.0052, device='cuda:0', dtype=torch.float64) -0.22299957
tensor(0.0014, device='cuda:0', dtype=torch.float64) -0.34947205
tensor(0.0051, device='cuda:0', dtype=torch.float64) -0.4376526
tensor(0.0041, device='cuda:0', dtype=torch.float64) -0.3832779
tensor(0.0164, device='cuda:0', dtype=torch.float64) -0.08929443
tensor(0.5710, device='cuda:0', dtype=torch.float64) -0.041971207
tensor(0.0028, device='cuda:0', dtype=torch.float64) -0.2977867
tensor(0.5498, device='cuda:0', dtype=torch.float64) -0.030086517
tensor(0.5732, device='cuda:0', dtype=torch.float64) -0.022155762
tensor(0.2638, device='cuda:0', dtype=torch.float64) -0.21154022
tensor(0.0906, device='cuda:0', dtype=torch.float64) -0.43974304
tensor(0.0204, device='cuda:0', dtype=torch.float64) -0.015566349
tensor(0.0096, device='cuda:0', dtype=torch.float64) -0.024825096
tensor(0.0211, device='cuda:0', dtype=torch.float64) -0.62698364
tensor(0.0106, device='cuda:0', dtype=torch.float64) -1.4579773
tensor(0.0105, device='cuda:0', dtype=torch.float64) -0.4679947
tensor(0.0425, device='cuda:0', dtype=torch.float64) -1.3310852
tensor(0.0591, device='cuda:0', dtype=torch.float64) -1.3587952
tensor(0.0105, device='cuda:0', dtype=torch.float64) -0.43697357
tensor(0.3337, device='cuda:0', dtype=torch.float64) -0.33302307
tensor(0.3355, device='cuda:0', dtype=torch.float64) -0.46342468
tensor(0.1029, device='cuda:0', dtype=torch.float64) 0.024154663
tensor(0., device='cuda:0', dtype=torch.float64) -0.09087181
tensor(0.0107, device='cuda:0', dtype=torch.float64) -0.0718441
tensor(0.0140, device='cuda:0', dtype=torch.float64) -0.07381058
tensor(0.0561, device='cuda:0', dtype=torch.float64) -0.2899208
tensor(0.1332, device='cuda:0', dtype=torch.float64) -0.4157257
tensor(0.1293, device='cuda:0', dtype=torch.float64) -0.34867096
tensor(0., device='cuda:0', dtype=torch.float64) -0.22398376
tensor(0., device='cuda:0', dtype=torch.float64) -0.097717285
tensor(0.8617, device='cuda:0', dtype=torch.float64) 0.4046011
tensor(0.6867, device='cuda:0', dtype=torch.float64) -0.16101456
tensor(0., device='cuda:0', dtype=torch.float64) -0.18646622
tensor(0.0124, device='cuda:0', dtype=torch.float64) -0.23331833
tensor(0., device='cuda:0', dtype=torch.float64) -0.41906738
tensor(0.5999, device='cuda:0', dtype=torch.float64) -0.4128189
tensor(0., device='cuda:0', dtype=torch.float64) -0.32836914
tensor(0.1942, device='cuda:0', dtype=torch.float64) -0.03154373
tensor(0.1657, device='cuda:0', dtype=torch.float64) -0.14784813
tensor(0.1570, device='cuda:0', dtype=torch.float64) -0.101745605
tensor(0.1387, device='cuda:0', dtype=torch.float64) -0.1878891
tensor(0.1507, device='cuda:0', dtype=torch.float64) -0.07154846
tensor(0.0190, device='cuda:0', dtype=torch.float64) 0.009545147
tensor(0.0178, device='cuda:0', dtype=torch.float64) -0.3028183
tensor(0.0147, device='cuda:0', dtype=torch.float64) -0.102947235
tensor(0.1222, device='cuda:0', dtype=torch.float64) -0.14059067
tensor(0.2373, device='cuda:0', dtype=torch.float64) -0.15357971
tensor(0.1499, device='cuda:0', dtype=torch.float64) -0.062444687
tensor(0.0201, device='cuda:0', dtype=torch.float64) 0.124809265
tensor(0.0061, device='cuda:0', dtype=torch.float64) -0.031238556
tensor(0.3430, device='cuda:0', dtype=torch.float64) -0.111190796
tensor(0.0040, device='cuda:0', dtype=torch.float64) -0.23436356
tensor(0.0302, device='cuda:0', dtype=torch.float64) 0.052869797
tensor(0.0103, device='cuda:0', dtype=torch.float64) -0.35516357
tensor(0.0181, device='cuda:0', dtype=torch.float64) -0.18903351
tensor(0.2479, device='cuda:0', dtype=torch.float64) -0.16027832
tensor(0.0020, device='cuda:0', dtype=torch.float64) -0.04148674
tensor(0.0103, device='cuda:0', dtype=torch.float64) -0.16606522
tensor(0.0276, device='cuda:0', dtype=torch.float64) -0.26963806
tensor(0.0306, device='cuda:0', dtype=torch.float64) -0.3243637
tensor(0.2719, device='cuda:0', dtype=torch.float64) -0.3000946
tensor(0.1326, device='cuda:0', dtype=torch.float64) -0.296669
tensor(0.1128, device='cuda:0', dtype=torch.float64) -0.25468826
tensor(0.2638, device='cuda:0', dtype=torch.float64) -0.19750214
tensor(0.0373, device='cuda:0', dtype=torch.float64) -0.068408966
tensor(0.2178, device='cuda:0', dtype=torch.float64) -0.20648956
tensor(0.2232, device='cuda:0', dtype=torch.float64) -0.17388916
tensor(0.1889, device='cuda:0', dtype=torch.float64) -0.12512207
tensor(0.2196, device='cuda:0', dtype=torch.float64) -0.14807892
tensor(0.2223, device='cuda:0', dtype=torch.float64) -0.059303284
tensor(0.0017, device='cuda:0', dtype=torch.float64) -0.265625
tensor(0.2842, device='cuda:0', dtype=torch.float64) -0.22592926
tensor(0.2815, device='cuda:0', dtype=torch.float64) -0.09347725
tensor(0.5726, device='cuda:0', dtype=torch.float64) -0.060373306
tensor(0.5505, device='cuda:0', dtype=torch.float64) -0.19731903
tensor(0.5450, device='cuda:0', dtype=torch.float64) -0.15740967
tensor(0.7255, device='cuda:0', dtype=torch.float64) -0.21633911
tensor(9.6207e-06, device='cuda:0', dtype=torch.float64) -0.08072662
tensor(9.6207e-06, device='cuda:0', dtype=torch.float64) -0.1842537
tensor(0.1094, device='cuda:0', dtype=torch.float64) -0.24733543
tensor(0.0249, device='cuda:0', dtype=torch.float64) -0.19210815
tensor(0.0205, device='cuda:0', dtype=torch.float64) -0.18741226
tensor(0.0186, device='cuda:0', dtype=torch.float64) -0.25115967
tensor(0.0200, device='cuda:0', dtype=torch.float64) -0.28398895
tensor(0.0246, device='cuda:0', dtype=torch.float64) -0.20372772
tensor(0.1917, device='cuda:0', dtype=torch.float64) -0.10476303
tensor(0.0042, device='cuda:0', dtype=torch.float64) -0.1606636
tensor(0.0052, device='cuda:0', dtype=torch.float64) -0.21958923
tensor(0.3016, device='cuda:0', dtype=torch.float64) -0.27173615
tensor(0.0072, device='cuda:0', dtype=torch.float64) -0.085990906
tensor(0.2681, device='cuda:0', dtype=torch.float64) 0.055921555
tensor(0., device='cuda:0', dtype=torch.float64) 0.27528477
